final_score,structured_score,breed_score,bert_similarity,PetID,Name,breed1_label,breed2_label,Age,age_group,gender_label,maturity_size_label,fur_length_label,Vaccinated,Dewormed,Sterilized,Health,Fee,PhotoAmt,Description
0.6878,0.5909,0.0,0.914,4b69bf0e7,Guai Guai,Mixed Breed,,1,puppy,female,medium,short,2,2,2,1,0,5.0,"A female (about 1 month old) stray mongrel rescued near cheras leisure mall. She looks healthy though a little bit thin. Friendly and active, wants to be around people. We're looking for sincere adopter who can commit themselves in taking care of this baby. I will provide support and advice anytime you need if you are new with dog, no worry about that, all I ask for is your commitment. Thank you. I prefer to be emailed first, if I find that you are sincere, I will then leave you my contact number."
0.6878,0.5909,0.0,0.914,8bed563dd,The 3 Sisters,Mixed Breed,,1,puppy,female,medium,short,2,2,2,1,0,1.0,"Marilyn rescued 4 puppies from the streets during CNY and they are now ready for adoption. 1 male has found home...left 3 females. If you are able to provide some love and a good home for these puppies, please contact Marilyn at."
0.6878,0.5909,0.0,0.914,481cbcedb,"FIDO, LUNA & MOLEX",Mixed Breed,,4,puppy,mixed,medium,short,1,1,2,1,0,2.0,"WERE BORN TO VERY SMART STRAY MUMMIES, WHO ARE INFACT MOTHER AND DAUGHTER. ONE SIBLING WAS RUN OVER BY A CAR AND 3 OTHER SIBLINGS FELL INTO A DRAIN AND DROWNED. THE DECEASED PUPPIES WERE ONLY A FEW DAYS OLD.FIDO, LUNA AND MOLEX ARE FAST LEARNERS AND CRAVE FOR AFFECTION AND A LOVING HOMES. THEY ARE VERY OBEDIENT AND DO NOT WHINES OR BARK FREQUENTLY. THEY WILL MAKE VERY GOOD PETS. THEIR MUMMIES WERE VERY APPRECIATIVE OF THE CARE AND LOVE GIVEN TO THE FAMILIES. I CANNOT KEEP THEM COS I HAVE TOO MANY DOGS. I WISH WITH ALL MY HEART THAT THEY HV A CHANCE TO LOVE AND BE LOVED."
0.6878,0.5909,0.0,0.9139,86ea9dda0,The Quadrable Siblings,Mixed Breed,,1,puppy,mixed,medium,short,1,1,1,1,0,4.0,Meet four super active and bold puppies waiting for their forever home. These puppies would need a good size yard to run and release their energy. They would make a great walking or jogging companion. - All pups are pottie-trained- Call
0.6878,0.6364,0.0,0.8078,fda733a81,,Mixed Breed,Bullmastiff,1,puppy,mixed,small,short,2,2,2,1,0,5.0,Puppies for adoption
0.6878,0.5909,0.0,0.9139,924373704,Nutmeg,Mixed Breed,,2,puppy,female,medium,short,1,1,2,1,0,8.0,Nutmeg is hyperactive and curious of her surroundings...a normal behaviour of puppies.Those who wants to give her a home must be prepared and patient to guide her to be a loving and loyal companion.She will definately bring a lot of joy and laughters in your life with her innocence.New owner must spay her when she is older.
0.6878,0.5909,0.0,0.9139,86379f12f,Oscar,Siberian Husky,,12,young,male,medium,medium,1,2,2,1,400,1.0,"- Beautiful dog, with a pair of smart Blue eyes - Cute and lovely companion. - Actively interact with owner - Naughty sometimes by howling all over, especially when ambulance/fire truck passes by. - Obedient, knows how to sit and hand command. - Attention seeker, it's just a 1 y/o after all - Love running around, oh ya bites too For adoption: 1. Please text me or email me. Will provide more details/photo upon request. And will arrange for a visit before adoption for Oscar's new home if you're shortlisted. 2. Looking for a responsible and caring owner who will treat the dog as family rather than a pet, and not for the sake of owning a HUSKY for ""WOW"" impression. 3. Preferably owner with experience in caring dog, and have an well environment for him to stay around. 4. Cannot always cage it and have to update me its latest status. Once a while have a meet up. If you agree with the T&C, you may send me following details: -Occupation -Address -Contact number -Currently have how many dogs -Breed -Photos of your dog *Short listed person have to arrange time to bring your dog meet up with Oscar see whether they can play together or not."
0.6878,0.5909,0.0,0.9138,f5d514b10,Donnie Yen,Mixed Breed,,2,puppy,male,medium,short,2,1,2,1,0,4.0,"He seldom barks and very playful. Suitable for a companion pet and not guard dog. He's indoor dog, and newspaper-trained. Neuter is a MUST once he's old enough."
0.6878,0.5909,0.0,0.9138,a99968c35,Rocky,Mixed Breed,,3,puppy,male,medium,short,2,1,2,1,0,1.0,"Found rocky during a heavy downpour, he was hiding under a small tree which barely has any leaves on it with his head down, nearly fell into the drain when trying to bring him in. He was treated for fever and flu and some eye infection, dewormed. Now he is all good and active. For any adopter who is interested in him, do note that he doesn't get along with other dogs even female dogs, but he is % lovable with humans. Most likely an abandoned dog. Please be tolerable to some puppy's usual behavior of biting and digging. Thank you."
0.6878,0.5909,0.0,0.9138,b888f72cc,Urgent ! For Adoption,Mixed Breed,,3,puppy,female,medium,short,2,2,2,1,0,5.0,"I rescued this adorable pup from an open air food court. She was cold and hiding behind a store alone. Not sure about how old is she but I think she is few months old. In fact, I personally owned 3 dogs at home and couldn't keep her for long so hopefully I could find her a good loving home ASAP. Please contact me if you are interested to adopt her."
0.6878,0.5909,0.0,0.9137,2befe2607,Mocca,Mixed Breed,German Shepherd Dog,2,puppy,female,medium,short,2,2,2,1,0,2.0,"Female puppy for adoption. Please help to give her home. Last night my father said the owner of the lorry parking lot where I foster her and her siblings wants to use part of the land to open coffee shop so he asked us to move the puppies and mommy out from there. He gives us a week time before the construction started. This furry-kid is 2 months old, active and playful. Anyone interested, pls contact me at. Thank you! FYI: they are healthy, clean, no fleas, and smells good =)"
0.6878,0.5909,0.0,0.9137,d42b92c05,Lucky The Pup,Terrier,Mixed Breed,3,puppy,male,medium,short,2,2,2,1,0,2.0,"Lucky was found by a friend in Bandar Utama and currently being fostered. Friendly and active puppy, able to walk on leash. Vaccination and neutering are compulsory, cost to be borne by adopter. No caging or tying for long hours. Please call if you can give Lucky a good home."
0.6878,0.5909,0.0,0.9137,ea11b6f12,DO RE MI,Mixed Breed,,2,puppy,mixed,medium,short,1,1,2,1,30,3.0,"We have rescued 5 puppies, 2 have already been adopted. 3 left currently. Anyone who interest to adopt need to pay only RM30 to reimburse the vaccination charge. These puppies are extremely friendly and deserve to own a happy family. Currently i have already own a rescued pet dog, and my child is just 1 year old so that unable to keep all of them for long. Please feel free to contact me at (Jill) or (Jack) for details."
0.6878,0.5909,0.0,0.9137,207c24fd3,Tara,Jack Russell Terrier,,84,senior,female,small,short,1,1,1,1,0,4.0,"Tara is a jack russell terrier. An extremely friendly dog. If you need a best friend, she'll definetely be a good candidate. (She is lying by my feet as i type this). She is friendly even with cats (she needs to be informed very clearly that it is your cat! Otherwise.....:)) She tolerates being around with other dogs as long as the other dog is not in her face too much. Very protective. She will follow you everywhere. She was trained to follow me, my wife and my son to keep them protected."
0.6877,0.5909,0.0,0.9137,714e287c7,Branda,Mixed Breed,,6,puppy,female,medium,short,1,1,1,1,0,3.0,"Branda is very obedient and loving . She is very alert and we notice she's good at guarding houses. Interested in adopting her, kindly contact "
0.6877,0.5909,0.0,0.9136,24afd5f54,Gaby,Spitz,Mixed Breed,2,puppy,female,medium,short,2,1,2,1,0,1.0,"Cute female puppy for adoption with a dock tail. Mother is a spitz dog and father is a mongrel. Requirement: Must feed the dog with suitable dog food NO caging NO 24 hours on leash MUST spay when she is 6 months old MUST allow fosterer to come to visit without prior notice. not suitable to lives in condo / apartment / flat If you're interested, please let us come to your house first and conduct some interview. Thanks"
0.6877,0.5909,0.0,0.9136,1e1e7c4ec,Ham Dan,Mixed Breed,German Shepherd Dog,11,young,male,medium,medium,3,3,3,1,0,4.0,"The boy is in good condition. Energetic and alert, making him a good guard dog. The owner (my neighbor) has to let go of him for personal reasons. Please text or call me at. Thanks!"
0.6877,0.5909,0.0,0.9136,b90e6ec69,"Cappucino,Milo,Milky,Browny,Lucky",Mixed Breed,Mixed Breed,4,puppy,mixed,medium,short,2,2,2,1,0,6.0,"There are 5 wonderful puppies are abandoned by owner with their mother dog. there are around 4 months old and very charming, playful and healthy. there are very alert and aware of their territory. we have been feeding them but the we have many of neighbors who don't like dogs and at any time municipal will take these puppies. We are looking for serious adopters who can provide a good family to these puppies. they definitely can be an excellent family member. Please contact us via wats up, sms or call us for more information. Thank you for your kind attention."
0.6877,0.5909,0.0,0.9136,4529e91da,Tavi,Mixed Breed,,1,puppy,female,medium,short,2,2,2,1,0,2.0,"A mother dog delivered a litter of 6 pups outside a home. The family is currently caring for the mother dog and her babies. The puppies are now ready for rehome. Profile of each puppies are available here. If you are interested, please contact me. Puppies are located in Kajang. Adoption requirement : a) Adopter must be an animal lover and willing to spend time in preparing the puppy to settle n well. b) Absolutely no long hour of caging or tied on leash. c) Provide necessary medical attention. d) Allow visitation for us to follow-up on Tavi when required"
0.6877,0.5909,0.0,0.9136,277210bb9,Sweetie,Jack Russell Terrier,,76,adult,female,small,short,1,1,1,1,0,3.0,Sweetie is energetic and highly intelligent. She is registered with the Malaysian Kennel Association as a certified pedigree. She has learned basic commands and is capable of executing various types of tricks. She loves her daily romp outdoors and the attention from an understanding family. She is a loyal family dog and guards the house very well.
0.6877,0.5909,0.0,0.9135,5e711ed8d,Thor,Mixed Breed,,2,puppy,male,medium,short,2,2,2,1,0,3.0,"Thor is among 3 siblings left, born in an open field in Ara Damansara. He is a very adorable little pup, very steady and playful, the taikor among his two other sisters. Vaccination and neutering are compulsory, cost to be borne by adopter. No tying up or caging, unless necessary for short hours. Please bear in mind that pups require attention and you will need time to train them. Pups chew, bite and dig gardens. Call if interested."
0.6877,0.5909,0.0,0.9135,b8d35b6c3,Maggie,Mixed Breed,,3,puppy,female,medium,short,2,1,2,1,0,4.0,"Maggie is a parvo virus survivor, therefore, if you want to adopt her, you must make sure that you don't have any puppies or un-vaccinated dog at home. She is well-behaved and seldom bark. For serious adopter only. She is no suitable to stay in CONDO / FLAT / APARTMENT."
0.6877,0.5909,0.0,0.9135,0e28a90f6,Basil And Rudolph,Mixed Breed,Mixed Breed,1,puppy,male,medium,short,2,1,2,1,0,4.0,"Basil and Rudolph are among the 10 litters by a stray dog that came to my house a couple of months ago. They were born on 29th Dec , and have been dewormed when they were 2-weeks old. I am currently fostering all 10 puppies and 8 other puppies have been adopted and will be sending them to their new homes in next 2 weeks. If you are interested, please message me and we can arrange for a meet up. Thank you so much, Christine"
0.6877,0.5909,0.0,0.9135,faec94482,Caleb The Brave Lil Pup,Mixed Breed,,2,puppy,male,medium,short,1,1,2,1,0,8.0,"Caleb is a brave little pup. True to his strong stray lineage, he came charging last Friday afternoon and barked loudly at our three big dogs. That was how little Caleb came into our life. He is a very intelligent and alert pup. He barks along with the pack whenever strangers come to our gate. He is active and trainable. He has learned to poo and pee on the same spot, calling us whenever he needs to do his business when he's locked up in his cage. He is learning to chew only on the 'rag doll' we made for him. He has been vaccinated and dewormed, and he behaved very well at the vet clinic. He doesn't have motion sickness; he was sleek clean in the 1+ hr car ride to the clinic. Overall, he is a quiet, happy, intelligent and brave young chap. Although we have grown fond of Caleb, we would really love to see him living with a loving family. We already have three dogs and three cats - all strays who came our way and nestled with us when they could find no place to call home. If you are an animal lover, and have a room for brave Little Caleb, please contact us."
0.6877,0.6091,1.0,0.871,92b6acf73,Boy,Golden Retriever,,29,adult,male,large,long,3,3,2,1,400,3.0,"My friend has migrated so I fostering him temporarily,I can't have him since I allready have 2 dogs at home.this guys not going well with him.he is very friendly and seek lot of attention.please no caging or tying unnecessary .only for animal lovers and if you really have time. Well trained and he do all his businesses outside. Please message or what's app of interested :"
0.6877,0.5909,0.0,0.9134,ef8d291b0,Jake,Mixed Breed,,4,puppy,male,medium,short,1,1,2,1,0,1.0,Jake is about 4 months old and is very adorable. He is children friendly and needs home. Jake has been potty trained and his current parents are unable to keep him as they live in a Condo and Jake needs the space to run and play around. Jake has been vaccinated and dewormed. Please call us at if you wish to adopt
0.6877,0.5909,0.0,0.9134,26cb1c2c0,Wobby,Mixed Breed,,5,puppy,male,medium,short,3,1,2,1,0,2.0,I am Raymond leaving Puchong and need to find a new home for Wobby. He is a beautiful little dog with a very gentle nature. He injections have just been updated.
0.6877,0.5909,0.0,0.9134,c2e4ec0c2,Border Collie & Terrier Mixed Puppies,Border Collie,Terrier,1,puppy,mixed,medium,short,2,1,2,1,0,5.0,"We are looking for loving adopters for 3 male and 1 female puppies, they are currently 5 weeks old, it's free. They are border collie & terrier mixed breed. The pups are so cute, smart and playful. We could deliver the pups to your doorsteps in KL/Selangor area for free."
0.6877,0.5909,0.0,0.9134,bdeeb6fe2,Buccaneer A.k.a. Bucky,Mixed Breed,,2,puppy,female,medium,short,2,1,2,1,100,2.0,"Buccaneer a.k.a. Bucky is an adorable female puppy that my colleagues rescued from a drain after the thunderstorm. As they are unable to keep her in an apartment, the SPCA has very kindly agreed to take Bucky in for the time being. But Bucky needs a good and loving permanent home! Will you be her new Mummy and/or Daddy? We request an adoption fee of RM (I will take her out of the SPCA once a response is received to this request based on an arrangement made with the shelter) to cover her first vaccination and as a deposit for her spaying once she reaches the age of 5 months. Please text me at or email if you are able to adopt this little cutie!"
0.6876,0.5909,0.0,0.9134,cbef8d00b,Buddy,Spitz,Mixed Breed,2,puppy,male,medium,short,1,1,1,1,0,3.0,"Buddy is a very adorable puppy and playful boy. He is one of the 5 siblings located in Kepong. He is smart, alert and friendly. He is a very good natured dog and will be great to find a responsible owner who will care for him, and give him a forever. He has a very cute face and is very alert at all times. Once you meet him you will fall in love with him. He needs a foster home urgently. Vaccination and neutering cost to be borne by adopter. Please call (Tony) if you can give this handsome boy a home or even foster him."
0.6876,0.5909,0.0,0.9133,68d430cbd,Kodo,Mixed Breed,,12,young,female,medium,medium,1,1,1,1,0,4.0,"She is one of the stray puppy I pick up outside my house a year ago. She is healthy, fully vaccinated and spayed. Please contact/Whatsapp me at if you interested to adopt this puppy."
0.6876,0.5909,0.0,0.9133,c02a9554d,Puppies For Adoption,Mixed Breed,,1,puppy,mixed,medium,short,2,2,2,1,0,0.0,"They are found near the house of a friend of mine, and there are too many for him to handle, so we decided to put it up available for adoption. They are playful and curious and would respond immediately upon calling."
0.6876,0.5909,0.0,0.9133,5b2e5e410,,Mixed Breed,,1,puppy,mixed,medium,short,2,2,2,1,0,15.0,"Six puppies - 3 female & 3 male. 7 weeks old, healthy and adorable puppies. I have picked up another female puppy aged about 8-9 weeks old from my neighourhood yesterday, I named her Beauty. Please look out for her too. Thanks."
0.6876,0.5909,0.0,0.9133,158b502d3,,Mixed Breed,,0,puppy,mixed,medium,short,2,2,2,1,0,8.0,"On Sat (20/9) morning, my dad found a female dog & 6 puppies at my house's porch. She has just gave birth to them because all the puppies' fur are still wet. Two of the puppies did not survive as they were smaller in size and the mother dog neglected them. Currently, the 4 surviving puppies are very healthy and energetic. I hope that anyone of you with a kind heart can help to provide these puppies and their mother with a good home. I want to keep them, but i can't because i already have 2 dogs at home...i can only provide them with temporary shelter. Pls contact me if you would like to see these adorable cuties."
0.6876,0.5909,0.0,0.9132,594e3dc3f,"Rhapsody, Bay, Harmony, Classic & Symph",Mixed Breed,,3,puppy,mixed,medium,short,3,3,3,1,0,1.0,"These five puppies are in danger. Please help save them and keep them away from the dangerous streets. Born on a construction site in Queensbay, the workers are finished and there is no one to feed them. Can you open up your home to 1 or 2 puppies? Contact"
0.6876,0.5909,0.0,0.9132,6ae5689d3,,Mixed Breed,,1,puppy,mixed,medium,short,2,2,2,1,0,2.0,"We rescued these four adorable puppies from the jungles in Gasing as the mother was nowhere to be found. They are probably less than a month old. Still learning how to walk. They are extremely adorable! I have three dogs myself and can't afford to adopt four more, so any kind souls out there who would love to raise dogs, this is your chance with these little angels! You can adopt as many as you want, the more the better :) Watch the little puppers yawning on my instagram"
0.6876,0.5909,0.0,0.9131,692bde33a,Rocco,Mixed Breed,,2,puppy,male,medium,short,1,1,2,1,0,1.0,"Rocco's life started out a little rocky. He was born on the street at the edge of Kota Damansara Community Forest. Fortunately, he got lucky and he and his four siblings were rescued together with his mother and have been cared for since he was just 3 weeks. Growing up with all the creature comforts you would hope for, he is a happy, active, well-adjusted and handsome young pup. At just two months, he is the right age to bond with a new family!"
0.6876,0.5909,0.0,0.9131,b9d6b1488,Win-nie,Mixed Breed,Terrier,2,puppy,female,medium,short,2,2,2,1,0,2.0,"Winnie and her 3 siblings need a home. Mother is a mixed breed and father a spitz. Adopter must have time to care for a puppy, as she may cry for the first few days in a new home especially if there are no other dogs around. Also do bear in mind that growing up puppies will bite shoes and dig gardens so patience, love and training are necessary. Vaccination and neutering are compulsory, cost to be borne by adopter. Please call if u can give her a good home."
0.6876,0.6091,1.0,0.8707,a1d05e431,Golden Retriever,Golden Retriever,,48,adult,male,large,medium,2,2,2,2,0,5.0,**unknown age of dog....** boyboy is currently at hospital adopter needed urgently since i cant afford the hospital fee boy is able to proceed his recovery at home but need to take in medicine on time for his skin problem. anyone interested can contact me . boy's condition can refer here : thanks
0.6876,0.5909,0.0,0.9131,9ac5a9faf,YY,Mixed Breed,,6,puppy,female,medium,short,1,1,2,1,0,2.0,"YY was rescued by a friend in Sec 17. She had a punctured wound at the back but has fully healed. She will sit and wait for food. Very curious and has a good appetite. Can get along with most other dogs. Neutering and vaccination are compulsory, cost to be borne by adopter. Please call if u can give her a good home."
0.6876,0.5909,0.0,0.9131,cb5ecf136,KIKI Lala Wawa Yaya,Mixed Breed,Doberman Pinscher,1,puppy,mixed,medium,short,1,1,1,1,8,4.0,"These four fursiblings were originally from a pack of five but one pup died after being hit by a car where their mother abandoned them. Too sad. They were rescued at one month plus by a kind lady who brought them to me in two batches and now being fostered at my house. They will make good guard dogs and their barks even made my two grown dogs retreated a few steps. Kiki is the biggest of them four and he is the laid-back brother he can fall asleep anywhere and anytime even when his head was on top of the tap. Eat and sleep is Kiki's motto. However when challenged, Kiki will step up and protect his sisters and stand in front and bark. Lala is a feisty one she barks the loudest yet she is a softie inside. Her ears are the most unique pointy to the sides unlike her siblings and she loves any kind of food you serve her. Wawa is the prettiest and smallest in size but she gives you a good fight and will be good in guarding your house with her high pitched bark. Wawa looks the most different from all of them and her coat is similar to a Doberman. Yaya is the most animated and active of them all. She is keen to explore and the first to warm up to humans after they were rescued. Yaya is the most intelligent of them all as she picks up cue faster than her siblings. To prevent more strays please neuter and spay your pups once they are six months old. FOR SERIOUS ADOPTERS ONLY. Please provide them with a loving home with minimal caging and adequate attention and care. A dog's loyalty is for life."
0.6876,0.5909,0.0,0.9131,0cda0894a,Little Brown,Mixed Breed,,3,puppy,male,medium,short,1,1,3,2,0,9.0,"This puppy is rescued from Gasing Hill, when we found it, the back of the skin was ripped off and we took it to the vet immediately, the wound is now a lot better and it needs a home. so any kind person who in interested in adopting a puppy please contact me. it is a very cute puppy. 24/8/15** update, his wound has fully recovered and is a healthy puppy!"
0.6875,0.5909,0.0,0.913,9f40dbc58,Cute Pups,Mixed Breed,Mixed Breed,3,puppy,mixed,medium,short,1,1,2,1,0,5.0,"All puppies are in good health, very cute and adorable. Please give them a chance to be loved. Every living life deserve a home. Adopter need to cover the spaying / neutering fees."
0.6875,0.5909,0.0,0.913,767a3b706,Gallop,Mixed Breed,,3,puppy,female,medium,short,2,1,2,1,0,3.0,"Puppy rescued from Pasar Pudu when she was about 2 weeks old. Very cute and friendly. Likes galloping around the garden. I'm living in condo now (pets not allowed), that's why I would like to find her a loving owner with a bigger home. If interested, please give me a call or sms. Thank you."
0.6875,0.5909,0.0,0.913,a8518bd6b,A-Boy (6 Weeks Old Cute Puppy!),Mixed Breed,,1,puppy,male,medium,short,2,1,2,1,0,3.0,"Found this cute 6 weeks old puppy in Damansara Perdana near Jaya Grocer on night of 5th October . It is very adorable, loves to be hugged and likes to play! Please contact us if this is anyone's lost pet or you would like to foster it. We already brought it to the vet to check - it is healthy and dewormed. Cannot neuter nor vaccinate yet as too young"
0.6875,0.5909,0.0,0.913,3be154287,Black Beauties,Mixed Breed,,6,puppy,female,medium,short,1,2,2,1,50,3.0,"These two sisters were living at a dirty rat infested back alley and rescued by my mum and I. They are very scared of new environments, but show no sign of aggression and are active and playful once comfortable (I know as they were playing with my dog in my house!). They are prefectly healthy and have lovely silky black fur. Adoption fee is to cover cost of 1st vaccination for each puppy(RM50 x 2). Anyone interested to adopt please contact Carol at. Thanks!"
0.6875,0.5909,0.0,0.913,15dbf64f0,Puffy,Mixed Breed,,6,puppy,female,medium,short,2,1,2,1,0,2.0,"I rescued Puffy when she was a mere baby whereby her other sibling dead. Through the months she stayed with me. I understand she has been a fast learner, especially remembering the lanes & paths she has taken, adaptable to leashes for her walks, she would not litter her cage when I'm away until I come back. Mostly she can be very attached, loving and loyal to anyone who cares to love her. She loves cats, squirells and birds."
0.6875,0.5909,0.0,0.913,8d676283f,Lily,Mixed Breed,,2,puppy,female,medium,short,2,2,2,1,0,2.0,I have been feeding Lily's mum and her other siblings for the past 2 months. They are currently taking a shelter inside the temple behind my office. Please open your heart to adopt Lily.She deserves to be loved and cared for. Future adopter must spay her when she is 5 months old (we will come and check).No caging or chaining is allowed. She must be allowed to run freely within the house compound. Only serious adopters will be entertained.
0.6875,0.5909,0.0,0.9129,30506e8c1,Pearly,Mixed Breed,,1,puppy,female,medium,short,2,2,2,1,0,1.0,I first rescue the pregnant mother and give her a shelter to give birth to her litters. There are 8 siblings in total. All the litters stayed in my house and are very tame and mild tempered. The mother is a very responsible one and all her litters are well-behaved. I sincerely hope that the adopter can really promise me to take great care of them and LOVE them like you love yourself if not more. Pearly is a gentle and well-loved for her cute and fair coat of hair. She is 5 weeks plus now.
0.6875,0.5909,0.0,0.9129,b8daff578,MonoBoy,Mixed Breed,,2,puppy,male,medium,short,1,1,2,1,0,5.0,"MonoBoy is playful, active and well behaved. Not noisy. Please whatsapp Jocelyn at to adopt. Dogs are for life. Dogs are not trash that can be dumped."
0.6875,0.5909,0.0,0.9129,b27f46ae3,Barry,Mixed Breed,,3,puppy,male,medium,short,1,1,2,1,100,2.0,"This puppy was dropped at SPCA, Selangor a month back. He is calm, quiet and a very lovable puppy. Perfect for a first time dog owner. He is probably a doberman mix from his markings etc. but cannot say for certain. Perfect for apartments, since he hardly barks."
0.6875,0.5909,0.0,0.9128,2469e58fd,,Mixed Breed,,1,puppy,mixed,medium,short,2,2,2,1,0,6.0,5 puppies are in desperate need of a loving home. Mixed breed and very adorable. 3 males and 2 females. `
0.6875,0.5909,0.0,0.9128,2959602fc,Prince,Mixed Breed,,1,puppy,male,medium,short,2,2,2,1,0,2.0,I first rescue the pregnant mother and give her a shelter to give birth to her litters. There are 7 siblings in total. All the litters stayed in my house and are very tame and mild tempered. The mother is a very responsible one and all her litters are well-behaved. I sincerely hope that the adopter can really promise me to take great care of them and LOVE them like you love yourself if not more. Prince is a white colored boy who has a very smooth layer of coat and he is cool and gentle.
0.6875,0.5909,0.0,0.9128,7117c4553,Max,Jack Russell Terrier,,32,adult,female,small,short,1,1,1,1,0,2.0,"We are putting up our well trained, very friendly and playful Jack Russell Terrier for adoption as we are moving out of the country and could not bring her with us. Commands she respond to : Sit Down Up Come Stay Go No Shake hands Crawl Where's the ball? Where's the bone? Cat Lizard"
0.6875,0.5909,0.0,0.9127,36f07fbe0,Ceaser,German Spitz,,16,young,female,medium,medium,1,1,1,1,50,5.0,"Very high energy and active, loves to play with other dogs. A good watchdog too. She knows hand shake and sit. She need a new home. i have too many dogs already."
0.6874,0.5909,0.0,0.9127,04e829d49,Odis,Mixed Breed,,6,puppy,male,medium,short,1,1,2,1,0,1.0,"Found this pup in a drain, very poor condition and emaciated. We have nursed him back to a healthy and playful dog."
0.6874,0.5909,0.0,0.9127,f75724b44,Angel,Mixed Breed,,6,puppy,female,medium,short,1,1,1,1,0,3.0,"Name: Angel (Female, spayed) Breed: Local Mixed Size: Medium, height is until knee Age: 6 months + Charateristics: Sweet, Quiet, Protective, Royal, Obedient. Angel, is a medium size female dog which was rescued at Puchong. She was dumped together with other 4 puppies and she took care of 4 puppies which was not hers. She needs a loving home and a loving family. She is spayed. Thanks alot."
0.6874,0.5909,0.0,0.9126,d0bf2b3bf,Tabby,Mixed Breed,,1,puppy,male,medium,short,2,2,2,1,0,2.0,"A mother dog delivered a litter of 6 pups outside a home. The family is currently caring for the mother dog and her babies. The puppies are now ready for rehome. Profile of each puppies are available here. If you are interested, please contact me. Puppies are located in Kajang. Adoption requirement : a) Adopter must be an animal lover and willing to spend time in preparing the puppy to settle n well. b) Absolutely no long hour of caging or tied on leash. c) Provide necessary medical attention. d) Allow visitation for us to follow-up on Tabby when required."
0.6874,0.5909,0.0,0.9126,40c0fdccb,Sandy,Mixed Breed,,2,puppy,female,medium,short,2,1,2,2,150,5.0,I found her alone in Port Klang. Her siblings have been adopted by other people so she was left lonely and scared under rain. She had minor injuries due to being bitten by other dogs but is recovering well. I will be sending her for vaccination. After that I am hoping that someone will be able to take care of her. She has been thought to sit and is very playful and active. I cannot take care of her for long as I live in an apartment. I'm hoping to find a good home for her as she deserves so much love.
0.6874,0.5909,0.0,0.9126,7e4ac998c,,Mixed Breed,Mixed Breed,18,young,female,medium,medium,2,2,1,1,0,2.0,"These two lovely doggies urgently need a home by month end as their current adopter has to move back to parents house which already has two dogs. Neighbors have threatened to call council when they tried to keep four. Please help them find a new home/adopter. Jill the cream one is about 1.5-2 years old, she has some lab blood. Zara is about a year old, doberman pinscher cross. Very steady doggie. Both females are spayed. Location: Pj area"
0.6874,0.5909,0.0,0.9125,664d0bed8,Jill,Mixed Breed,,2,puppy,female,medium,short,2,1,2,1,0,6.0,"Jill was found the night after the flood that devastated Penang. Found crying and alone at a bottom at a hill slope at midnight. I went out to look for her in after hearing her constant cries for an hour. No mother dog was around. We suspect she could have rolled down from somewhere at the top of the slope. She was no more than 2 weeks old at the time. She is now a strong and active puppy. She is very lively, friendly and is playful. Eats very well. Due to personal constraints, I was unable to foster her. Therefore, she was placed under a paid fosterer and is now still being cared for by the paid fosterer. I am willing to drive her to Ipoh or KL if you are outside Penang and is interested in adopting her."
0.6874,0.5909,0.0,0.9125,9f9bfa4d9,Po (b&w Male) Jolie (brown White Female),Mixed Breed,Mixed Breed,5,puppy,mixed,medium,short,1,1,2,1,0,5.0,Po (male) and Jolie (female) was rescued near the main road at Tabung Haji at Kelana Jaya. Both have been to the vet and are healthy. Po is a lil shy at first but very sweet once he warms up to you. Jolie is very friendly and sweet. Both are good watchdogs and will bark when a stranger comes to the door They are gorgeous babies looking for their forever person! Are you their person? Po and Jolie are comfortable with other dogs and cats.
0.6874,0.5909,0.0,0.9125,7b3332622,Four Babies,Jack Russell Terrier,Basset Hound,2,puppy,mixed,medium,short,1,1,1,1,0,5.0,Four lovely puppies available for adoption. Jack Russel mixed breed. They've been found abandoned. Please give them a good home as I am urgently looking to rehome them. Been having them for two months now.
0.6874,0.5909,0.0,0.9124,ffab93d18,No Name Yet,Mixed Breed,,1,puppy,female,medium,short,2,2,2,1,0,4.0,"Found her on Monday night when I was walking my dog. She was very brave even though she was separated from her mother. After overcoming her initial fears, she was brave and friendly enough to approach me and my dog. From the short time I have with spent with her, she is playful and quite smart. She would walk next to me when I'm walking around the house. When I'm in the house, she would investigate her new surroundings. I'm unable to care for her for long of her as I have two dogs at home already. She needs a good home that would be willing to take great care of her."
0.6874,0.5909,0.0,0.9124,edd2ebd5e,Maximilus,Corgi,,12,young,male,medium,medium,1,1,1,1,0,2.0,"Max is the most adorable corgi mix you would have ever seen. This handsome boy was abandoned and we rescued him and are now looking for a forever home for him. If you wish to adopt, call us now at."
0.6874,0.5909,0.0,0.9124,b833f9624,Citus,Mixed Breed,,3,puppy,female,medium,short,1,1,3,1,0,6.0,She is being care for by a kind uncle but selfish people around that area want to call council. Please anyone out there need an intelligent..lovely and obedient dog that will promise to give you her love and protection to you and your family. She is so unique with all white but Gold head Please give this beautiful pup a chance to live and cherish your life
0.6873,0.5909,0.0,0.9124,05ab54e3c,Joey,Mixed Breed,,3,puppy,female,medium,short,2,1,2,1,200,4.0,"Joan and Joey and 4 other siblings were born near an apartment. They are both female, 3 months old, very healthy and active. It would be good if you can give them a home. They are being placed at Old Klang Rd shelter called Paws Mission. Please call Mrs Lai to view the pups."
